202367.746471,444284.581821
202367.940635,444261.186464
202367.940635,444261.186464
202361.509487,444274.998531
202374.977612,444259.082173
202358.253984,444253.305058
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202364.369657,444247.834708
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202371.850413,444282.769658
202372.507981,444272.497574
202365.162027,444281.724481
202367.940635,444261.186464
202371.961152,444250.467686
202382.527351,444284.732393
202371.360909,444293.653103
202367.940635,444261.186464
202400.026399,444268.714732
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202378.200397,444269.922844
202396.746853,444274.677693
202362.862145,444249.5883
202371.37207,444272.85307
202384.326613,444259.92942
202373.756056,444277.086697
202370.077226,444275.347542
202367.940635,444261.186464
202383.453908,444268.659968
202376.644931,444260.668728
202367.940635,444261.186464
202391.819555,444261.820043
202367.940635,444261.186464
202378.156829,444295.698498
202367.940635,444261.186464
202367.940635,444261.186464
202368.446896,444271.56737
202367.940635,444261.186464
202372.902488,444271.071598
202367.940635,444261.186464
202365.512413,444289.76635
202367.940635,444261.186464
202367.940635,444261.186464
202369.302213,444282.644312
202367.968057,444275.090797
202377.765034,444267.56194
202367.940635,444261.186464
202362.561784,444285.442106
202380.176424,444288.33516
202365.38984,444254.339262
202357.529452,444251.262692
202367.940635,444261.186464
202367.940635,444261.186464
202402.793797,444288.900232
202367.940635,444261.186464
202374.529639,444274.200656
202387.050479,444269.151113
202399.395107,444262.944261
202395.872688,444248.510064
202404.081024,444240.887624
202373.698804,444291.01963
202363.039692,444293.056627
202367.940635,444261.186464
202371.083794,444257.204347
202374.40464,444284.155653
202367.940635,444261.186464
202377.480347,444269.362617
202363.305042,444278.067692
202367.940635,444261.186464
202399.71156,444275.403322
202359.02296,444285.73568
202367.940635,444261.186464
202376.040967,444274.591168
202406.914302,444270.726131
202367.940635,444261.186464
202366.665682,444245.627145
202367.940635,444261.186464
202367.940635,444261.186464
202396.723944,444271.073968
202375.952548,444292.313916
202367.940635,444261.186464
202388.596905,444272.858523
202367.940635,444261.186464
202384.095922,444269.131151
202366.638766,444276.213617
202371.980106,444270.19232
202378.665723,444254.966159
202366.285584,444262.971685
202349.128194,444266.812615
202375.83592,444273.338758
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202380.028447,444265.754776
202383.103725,444280.347852
202367.940635,444261.186464
202367.940635,444261.186464
202371.138446,444273.155667
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.568275,444285.740905
202381.543268,444293.588875
202367.940635,444261.186464
202390.359919,444266.677581
202367.940635,444261.186464
202370.209923,444270.558698
202367.940635,444261.186464
202365.350448,444267.591951
202373.60068,444268.825404
202376.581352,444266.551021
202367.940635,444261.186464
202382.780632,444274.929781
202367.940635,444261.186464
202367.940635,444261.186464
202384.0953,444279.134367
202372.030689,444254.69631
202367.940635,444261.186464
202366.415121,444280.759458
202367.940635,444261.186464
202364.401668,444246.514397
202367.940635,444261.186464
202367.940635,444261.186464
202346.981403,444246.198703
202374.657449,444279.062935
202367.940635,444261.186464
202363.667128,444248.578547
202362.790224,444250.248342
202367.940635,444261.186464
202367.940635,444261.186464
202356.932321,444301.335591
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202374.095184,444283.456744
202367.940635,444261.186464
202366.453262,444246.304105
202371.120074,444292.649577
202407.203572,444271.337907
202391.957587,444275.151662
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202374.458816,444274.790551
202379.111045,444269.062441
202373.956675,444268.812547
202367.940635,444261.186464
202379.323749,444272.762418
202372.630146,444261.20032
202375.523019,444274.861332
202367.940635,444261.186464
202367.940635,444261.186464
202375.629933,444277.142997
202389.952755,444262.747995
202367.940635,444261.186464
202379.1323,444272.641389
202374.997051,444269.799553
202367.940635,444261.186464
202367.940635,444261.186464
202390.202416,444279.54072
202367.940635,444261.186464
202363.292509,444259.921313
202367.940635,444261.186464
202391.06073,444265.319692
202367.940635,444261.186464
202367.940635,444261.186464
202366.571265,444273.586367
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202372.982519,444282.297618
202384.53059,444271.687215
202367.940635,444261.186464
202365.951929,444290.873942
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202366.174183,444261.882484
202367.940635,444261.186464
202406.990082,444266.378568
202375.633081,444253.800664
202379.157286,444280.758895
202367.940635,444261.186464
202395.858762,444266.168093
202367.940635,444261.186464
202375.124122,444288.668583
202367.940635,444261.186464
202365.134814,444282.104826
202368.788665,444284.723661
202376.958217,444270.684984
202397.042201,444271.362626
202371.083794,444257.204347
202367.940635,444261.186464
202367.940635,444261.186464
202375.330109,444295.783336
202367.940635,444261.186464
202367.940635,444261.186464
202390.720469,444268.35306
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202408.219347,444267.532922
202362.113552,444266.579244
202368.940432,444275.599039
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202391.417453,444261.66907
202367.940635,444261.186464
202359.241574,444272.274501
202390.913839,444305.430848
202367.940635,444261.186464
202363.804878,444270.861848
202382.916706,444283.778016
202367.940635,444261.186464
202389.826205,444273.502306
202364.23843,444267.182164
202392.285686,444296.508936
202367.940635,444261.186464
202373.833874,444278.877112
202367.940635,444261.186464
202367.940635,444261.186464
202377.573261,444261.246125
202357.164533,444259.608811
202372.490932,444281.653245
202385.834417,444274.702736
202367.940635,444261.186464
202374.101042,444273.435171
202367.940635,444261.186464
202367.940635,444261.186464
202389.624424,444266.743433
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202365.504119,444274.411073
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202365.31733,444291.675271
202373.335637,444275.433855
202376.646212,444256.184853
202367.940635,444261.186464
202371.69384,444257.581877
202360.749752,444263.189639
202360.001638,444290.874763
202367.940635,444261.186464
202367.940635,444261.186464
202367.940635,444261.186464
202374.783241,444259.482815
202367.940635,444261.186464
202375.563214,444268.583192
202367.940635,444261.186464
202376.643217,444266.673124
202378.287113,444273.425899
202377.878268,444250.831479
202373.807979,444274.108073
202367.940635,444261.186464
202367.940635,444261.186464
202384.407215,444266.597654
202374.537631,444271.320009
202371.379435,444278.436182
202367.940635,444261.186464
202367.940635,444261.186464
202353.28654,444245.467969
202348.73599,444264.389969
202372.318971,444273.483829
202368.298806,444255.461058
202401.493595,444289.98753
